Model_index Run_id Replica_id Frame_id CrossLinkingMassSpectrometryRestraint_Distance_ GaussianEMRestraint_None SAXSRestraint_Score ConnectivityRestraint_None CrossLinkingMassSpectrometryRestraint_Data_Score ExcludedVolumeSphere_None Total_Score
373 1 0 9933 1.00 2.46 906.76 2.04 95.03 4.83 91.07
374 1 0 9935 1.00 2.90 914.68 0.94 95.58 2.75 88.38
375 1 0 9936 1.00 2.94 913.70 1.30 98.45 2.51 91.33
376 1 0 9937 1.00 3.08 896.95 5.15 97.50 5.87 97.94
377 1 0 9939 1.00 3.03 926.40 5.83 97.54 4.31 96.85
378 1 1 314 1.00 2.79 916.06 0.46 94.94 7.65 91.99
379 1 1 318 1.00 2.55 926.55 1.66 95.84 3.61 89.92
380 1 1 322 1.00 2.61 901.71 8.45 95.64 5.15 99.40
381 1 1 323 1.00 2.66 903.46 0.00 95.51 4.25 88.58
382 1 1 324 1.00 2.66 911.23 6.05 95.51 3.68 94.04
383 1 1 325 1.00 2.66 920.92 2.65 95.51 5.83 94.31
384 1 1 334 1.00 2.61 857.73 2.18 94.97 3.71 89.60
385 1 1 335 1.00 2.60 840.26 0.71 96.58 1.99 88.15
386 1 1 501 1.00 1.83 873.11 0.88 95.85 4.92 90.08
387 1 1 531 1.00 3.06 869.83 2.55 96.90 3.82 93.57
388 1 1 532 1.00 3.00 908.32 2.46 98.46 4.41 94.47
389 1 1 537 1.00 3.02 861.86 2.22 95.32 5.36 92.19
390 1 1 538 1.00 2.75 848.45 3.16 95.49 8.74 96.26
391 1 1 539 1.00 2.74 869.91 0.72 95.65 3.64 88.89
392 1 1 540 1.00 2.65 912.96 0.26 95.19 4.17 89.84
393 1 1 541 1.00 2.67 887.56 6.25 95.32 2.14 92.52
394 1 1 542 1.00 2.64 924.49 0.61 94.94 6.14 90.46
395 1 1 543 1.00 2.66 813.79 1.65 95.93 3.46 89.83
396 1 1 544 1.00 2.52 859.46 0.58 96.91 2.02 89.77
397 1 1 545 1.00 2.52 905.66 0.00 96.91 5.73 91.29
398 1 1 546 1.00 2.48 925.15 0.03 95.71 3.27 87.63
399 1 1 569 1.00 3.09 901.25 0.29 94.94 2.82 87.28
400 1 1 583 1.00 2.73 880.94 5.37 96.43 4.04 96.10
401 1 1 601 1.00 2.43 922.90 0.11 95.80 1.47 86.68
402 1 1 613 1.00 2.54 791.29 0.96 99.26 2.24 91.12
403 1 1 614 1.00 2.55 806.46 0.60 99.26 4.75 93.68
404 1 1 615 1.00 2.06 764.67 1.16 97.98 6.54 95.20
405 1 1 616 1.00 2.07 677.55 4.03 97.98 4.05 94.41
406 1 1 617 1.00 2.13 736.91 1.10 98.44 2.87 90.67
407 1 1 618 1.00 2.15 803.21 1.11 98.44 2.47 90.33
408 1 1 619 1.00 2.12 787.57 0.84 97.76 5.83 92.69
409 1 1 620 1.00 2.15 838.13 2.74 98.93 2.19 92.91
410 1 1 621 1.00 2.15 859.73 0.68 98.93 2.92 90.83
411 1 1 622 1.00 2.16 713.04 1.17 98.93 2.02 90.41
412 1 1 623 1.00 2.04 781.86 1.14 95.95 3.54 90.79
413 1 1 624 1.00 2.04 821.75 0.32 95.95 3.95 89.50
414 1 1 625 1.00 1.95 884.86 0.00 96.67 4.14 89.05
415 1 1 626 1.00 1.95 890.18 3.18 96.67 4.83 92.78
416 1 1 631 1.00 1.98 851.78 0.00 95.34 8.43 92.23
417 1 1 632 1.00 2.05 821.50 0.54 98.69 2.62 90.90
418 1 1 633 1.00 2.03 828.37 0.17 95.65 5.77 90.60
419 1 1 634 1.00 2.16 846.81 2.72 96.00 4.02 91.54
420 1 1 785 1.00 1.75 906.72 0.63 96.03 4.51 89.05
421 1 1 791 1.00 2.71 899.26 2.13 99.89 3.12 93.98
422 1 1 792 1.00 2.68 898.69 3.35 96.32 10.93 99.42
423 1 1 809 1.00 1.55 912.44 1.02 97.56 8.50 94.76
424 1 1 852 1.00 2.41 845.89 0.06 96.11 6.22 90.93
425 1 1 853 1.00 2.37 889.80 3.36 94.94 6.29 93.09
426 1 1 854 1.00 2.37 856.73 7.72 94.94 9.18 100.34
427 1 1 855 1.00 2.15 854.10 2.41 95.47 6.33 92.86
428 1 1 856 1.00 2.15 851.65 0.03 95.47 4.03 87.82
429 1 1 992 1.00 2.58 920.75 4.04 96.17 4.42 93.63
430 1 1 997 1.00 2.36 927.34 0.85 96.37 4.10 90.20
431 1 1 998 1.00 2.35 830.91 1.33 96.37 4.26 92.33
432 1 1 1013 1.00 1.70 822.82 0.49 94.96 3.46 86.74
433 1 1 1014 1.00 1.71 856.82 2.13 94.96 4.50 89.46
434 1 1 1015 1.00 1.70 917.93 0.88 95.79 3.43 87.93
435 1 1 1034 1.00 2.05 926.12 4.05 95.61 2.63 90.47
436 1 1 1035 1.00 2.13 919.51 0.44 100.88 3.08 94.07
437 1 1 1036 1.00 2.16 911.73 0.01 100.32 4.42 93.91
438 1 1 1039 1.00 2.17 902.19 0.07 96.14 2.39 87.11
439 1 1 1429 1.00 2.32 875.98 0.56 98.55 2.69 90.30
440 1 1 1430 1.00 2.33 817.94 0.46 94.94 5.66 89.59
441 1 1 1431 1.00 2.27 785.11 0.55 96.04 4.90 90.18
442 1 1 1432 1.00 2.28 828.54 0.28 96.04 3.98 88.72
443 1 1 1433 1.00 2.51 827.24 0.20 97.45 2.67 88.98
444 1 1 1434 1.00 2.69 778.83 1.36 96.52 2.45 89.49
445 1 1 1435 1.00 2.69 819.85 2.86 96.52 1.80 90.19
446 1 1 1436 1.00 2.70 795.16 3.66 96.52 6.21 95.23
447 1 1 1437 1.00 2.61 806.07 0.54 96.63 3.75 89.97
448 1 1 1438 1.00 2.58 778.36 1.63 95.74 2.30 88.50
449 1 1 1439 1.00 2.46 678.12 2.81 97.71 2.12 91.24
450 1 1 1440 1.00 2.51 661.66 4.05 95.50 1.18 89.47
451 1 1 1441 1.00 2.63 701.36 0.83 95.16 3.28 88.03
452 1 1 1442 1.00 2.46 682.94 1.10 106.46 2.53 99.11
453 1 1 1443 1.00 2.24 783.31 0.98 98.12 3.71 91.19
454 1 1 1444 1.00 2.18 816.87 0.96 96.04 4.38 89.69
455 1 1 1445 1.00 1.97 928.32 1.87 100.83 11.68 102.50
456 1 1 1448 1.00 1.94 916.13 0.44 95.14 3.06 87.81
457 1 1 1450 1.00 1.62 820.66 0.03 98.60 4.75 91.34
458 1 1 1451 1.00 1.62 833.85 1.18 98.60 5.55 93.09
459 1 1 1452 1.00 1.70 765.66 1.94 98.27 5.96 94.46
460 1 1 1453 1.00 1.68 775.56 2.76 99.90 4.78 95.25
461 1 1 1454 1.00 1.54 720.84 1.59 94.96 5.19 89.42
462 1 1 1455 1.00 1.49 657.04 0.49 96.58 3.93 88.76
463 1 1 1456 1.00 1.60 750.60 2.03 95.06 7.89 92.91
464 1 1 1457 1.00 1.59 893.06 0.68 95.06 6.86 90.33
465 1 1 1458 1.00 1.60 861.05 2.52 97.18 4.28 91.73
466 1 1 1459 1.00 1.48 754.49 0.16 97.12 2.03 86.92
467 1 1 1460 1.00 1.50 787.16 0.37 98.14 4.77 90.92
468 1 1 1461 1.00 1.45 922.52 0.46 95.27 3.01 88.09
469 1 1 1462 1.00 1.45 795.09 1.41 95.02 10.16 94.18
470 1 1 1463 1.00 1.58 732.05 1.01 95.94 3.73 88.50
471 1 1 1464 1.00 1.47 826.90 2.25 99.12 8.05 97.37
472 1 1 1465 1.00 1.59 915.22 3.54 97.09 7.14 95.50
473 1 1 1466 1.00 1.65 882.29 0.64 97.51 2.99 88.92
474 1 1 1467 1.00 1.68 868.13 3.21 97.98 2.50 91.50
475 1 1 1500 1.00 2.28 880.82 1.10 95.29 7.27 92.16
476 1 1 1509 1.00 2.85 927.61 0.48 94.94 9.39 93.79
477 1 1 1516 1.00 2.91 800.10 1.10 95.14 5.93 93.50
478 1 1 1517 1.00 2.90 833.35 0.17 95.14 8.04 92.39
479 1 1 1518 1.00 2.67 856.16 0.68 96.26 3.75 89.50
480 1 1 1521 1.00 2.73 874.85 1.43 95.89 2.85 89.30
481 1 1 1522 1.00 2.83 895.05 1.82 97.92 5.14 95.68
482 1 1 1523 1.00 2.83 856.21 0.05 97.92 4.46 91.57
483 1 1 1524 1.00 2.72 806.96 1.22 96.42 3.91 90.41
484 1 1 1525 1.00 2.74 835.51 1.30 96.42 3.79 90.73
485 1 1 1528 1.00 2.50 906.70 0.66 95.67 2.46 87.43
486 1 1 1529 1.00 2.65 881.45 1.18 95.36 3.08 90.33
487 1 1 1530 1.00 2.64 833.29 2.17 95.36 2.76 89.07
488 1 1 1531 1.00 2.65 842.21 2.50 95.36 2.70 89.38
489 1 1 1532 1.00 2.70 765.48 0.84 96.53 4.24 91.59
490 1 1 1533 1.00 2.72 794.11 1.56 96.53 6.33 93.27
491 1 1 1653 1.00 2.70 910.64 0.00 96.12 4.26 89.23
492 1 1 1654 1.00 2.73 858.09 1.13 95.46 5.69 91.14
493 1 1 1757 1.00 2.59 890.57 0.08 95.68 4.24 92.87
494 1 1 1758 1.00 2.29 924.57 1.26 95.20 4.70 90.87
495 1 1 1761 1.00 2.15 917.34 1.07 98.01 2.83 90.32
496 1 1 1762 1.00 2.04 875.27 1.04 95.72 3.23 88.17
497 1 1 1763 1.00 2.16 779.44 0.09 95.03 8.11 91.88
498 1 1 1764 1.00 2.15 781.67 0.82 95.03 8.98 93.11
499 1 1 1765 1.00 2.14 788.41 5.10 95.03 8.82 98.97
500 1 1 1766 1.00 2.13 890.18 0.05 94.94 12.56 96.25
501 1 1 1767 1.00 2.25 879.69 2.98 98.05 6.15 95.71
502 1 1 1776 1.00 1.92 780.54 0.04 95.34 3.70 87.24
503 1 1 1777 1.00 1.95 784.35 0.00 95.18 3.04 86.31
504 1 1 1778 1.00 1.95 812.00 0.91 96.33 3.44 88.76
505 1 1 1779 1.00 1.99 784.69 2.79 94.97 3.47 89.36
506 1 1 1780 1.00 2.06 820.26 0.18 95.61 8.86 93.53
507 1 1 1781 1.00 2.04 754.00 0.54 95.61 3.53 87.86
508 1 1 1782 1.00 2.08 754.58 4.75 95.13 3.63 91.72
509 1 1 1783 1.00 2.01 825.38 0.33 95.31 2.45 86.24
510 1 1 1784 1.00 2.06 806.37 1.65 95.91 5.14 90.90
511 1 1 1785 1.00 2.06 741.72 0.00 95.62 4.49 88.62
512 1 1 2097 1.00 1.54 853.10 0.18 95.66 4.45 88.24
513 1 1 2100 1.00 1.57 919.16 2.46 95.82 2.25 88.35
514 1 1 2117 1.00 1.14 899.11 2.34 95.67 8.75 94.03
515 1 1 2118 1.00 0.96 843.38 0.46 95.96 7.02 90.54
516 1 1 2119 1.00 0.84 862.02 2.54 95.19 8.74 93.45
517 1 1 2120 1.00 0.84 846.83 2.84 95.19 9.93 95.29
518 1 1 2121 1.00 0.82 858.78 0.79 96.82 7.28 91.85
519 1 1 2136 1.00 1.65 901.81 0.01 96.07 6.28 90.15
520 1 1 2137 1.00 1.65 913.05 1.74 95.27 6.03 90.83
521 1 1 2138 1.00 1.75 874.68 1.32 95.94 4.59 89.73
522 1 1 2139 1.00 1.82 864.85 0.82 95.79 4.14 88.74
523 1 1 2140 1.00 1.83 904.30 0.04 95.79 4.16 88.15
524 1 1 2141 1.00 1.82 847.85 0.10 95.79 5.65 89.49
525 1 1 2142 1.00 1.82 829.89 1.67 95.79 4.35 89.77
526 1 1 2143 1.00 1.89 835.76 1.94 95.23 4.65 90.21
527 1 1 2144 1.00 1.93 783.08 0.73 95.71 5.25 89.75
528 1 1 2145 1.00 1.72 850.75 0.13 96.41 7.50 92.95
529 1 1 2146 1.00 1.64 791.06 3.38 95.63 8.07 94.86
530 1 1 2147 1.00 1.27 836.47 2.64 96.17 5.84 94.01
531 1 1 2148 1.00 1.26 834.39 0.47 94.96 9.31 92.18
532 1 1 2151 1.00 0.93 928.03 0.24 98.77 3.58 90.58
533 1 1 2152 1.00 0.92 895.70 0.00 98.77 1.88 87.90
534 1 1 2159 1.00 0.93 900.22 0.49 95.80 5.98 89.96
535 1 1 2160 1.00 1.05 908.61 0.00 98.09 5.48 90.86
536 1 1 2161 1.00 1.01 859.46 0.75 96.55 3.36 87.99
537 1 1 2162 1.00 0.99 871.54 1.93 96.52 3.37 90.33
538 1 1 2165 1.00 0.97 923.15 0.11 95.71 7.81 91.04
539 1 1 2171 1.00 1.33 871.93 1.83 96.76 4.29 90.34
540 1 1 2172 1.00 1.31 823.60 2.26 96.34 5.22 91.27
541 1 1 2173 1.00 1.30 891.52 3.30 96.34 4.72 91.80
542 1 1 2174 1.00 1.32 863.83 0.46 96.34 5.70 89.95
543 1 1 2175 1.00 1.33 839.90 1.63 97.32 3.89 90.30
544 1 1 2176 1.00 1.21 863.06 2.80 101.25 2.71 94.55
545 1 1 2177 1.00 1.22 885.46 0.18 98.45 3.13 89.13
546 1 1 2178 1.00 1.26 775.13 0.18 96.05 3.40 87.03
547 1 1 2179 1.00 1.26 829.41 0.97 95.03 5.88 89.28
548 1 1 2180 1.00 1.30 883.45 0.05 97.31 3.29 89.47
549 1 1 2189 1.00 1.16 822.26 2.44 96.08 4.88 90.70
550 1 1 2190 1.00 1.15 770.53 1.62 96.20 1.77 89.64
551 1 1 2240 1.00 1.90 841.34 0.34 100.68 6.03 95.16
552 1 1 2241 1.00 1.90 761.49 1.70 98.92 5.59 95.60
553 1 1 2242 1.00 1.91 755.13 1.53 98.92 5.29 94.37
554 1 1 2243 1.00 2.05 797.42 0.76 96.23 5.45 91.07
555 1 1 2244 1.00 2.04 827.01 0.49 95.38 4.77 89.25
556 1 1 2245 1.00 2.04 873.90 1.60 95.38 6.93 92.38
557 1 1 2246 1.00 2.16 810.24 0.19 95.17 5.27 88.95
558 1 1 2247 1.00 2.06 860.55 0.33 94.94 5.52 88.99
559 1 1 2248 1.00 2.14 831.70 0.82 95.00 4.65 88.75
560 1 1 2249 1.00 2.19 755.32 2.77 96.33 4.50 93.07
561 1 1 2250 1.00 2.19 755.26 1.21 96.33 3.77 89.97
562 1 1 2251 1.00 2.20 808.62 0.45 96.33 3.37 88.48
563 1 1 2252 1.00 2.19 780.82 4.75 96.33 1.53 90.94
564 1 1 2253 1.00 2.13 864.70 0.24 94.94 6.90 90.45
565 1 1 2254 1.00 2.13 827.58 6.17 94.94 8.65 98.02
566 1 1 2255 1.00 1.99 884.09 1.73 95.03 3.08 88.35
567 1 1 2259 1.00 2.12 844.57 0.24 95.20 5.24 88.99
568 1 1 2299 1.00 2.59 857.83 2.26 95.11 6.61 94.77
569 1 1 2300 1.00 2.58 853.64 0.00 95.11 7.58 91.41
570 1 1 2301 1.00 2.68 827.75 1.80 96.09 8.24 95.42
571 1 1 2303 1.00 2.83 867.89 2.89 95.16 6.96 93.99
572 1 1 2304 1.00 2.83 768.85 1.27 95.16 8.04 94.06
573 1 1 2305 1.00 2.95 869.64 1.72 96.36 3.98 91.15
574 1 1 2309 1.00 2.77 760.02 2.00 97.73 4.36 93.06
575 1 1 2310 1.00 2.95 761.77 1.70 95.50 5.57 91.86
576 1 1 2311 1.00 2.92 716.39 0.94 96.40 3.76 90.16
577 1 1 2312 1.00 2.67 708.75 0.62 97.48 6.32 93.24
578 1 1 2313 1.00 2.81 705.37 0.09 98.71 7.07 94.81
579 1 1 2314 1.00 2.78 723.91 1.40 96.49 6.45 93.26
580 1 1 2315 1.00 2.75 807.21 0.98 99.15 3.73 93.15
581 1 1 2316 1.00 2.73 860.73 1.27 96.76 4.46 91.36
582 1 1 2317 1.00 2.72 830.06 1.40 95.67 3.23 89.15
583 1 1 2318 1.00 2.71 811.36 0.13 96.53 4.23 90.04
584 1 1 2319 1.00 2.95 728.63 0.00 94.94 9.44 93.47
585 1 1 2320 1.00 3.10 650.97 4.59 98.32 5.46 97.61
586 1 1 2322 1.00 2.89 832.58 1.69 95.70 7.70 94.10
587 1 1 2363 1.00 2.64 898.46 2.81 95.65 4.46 91.70
588 1 1 2364 1.00 2.78 929.02 0.60 97.49 4.09 91.10
589 1 1 2365 1.00 2.78 929.40 3.45 97.49 4.61 94.46
590 1 1 2366 1.00 2.82 915.56 0.19 96.93 5.16 91.24
591 1 1 3281 1.00 2.99 883.21 1.46 95.62 10.89 97.66
592 1 1 3282 1.00 3.00 895.87 1.08 95.62 9.96 95.79
593 1 1 3306 1.00 3.03 704.06 1.86 95.06 7.86 93.95
594 1 1 3307 1.00 2.95 717.62 0.12 97.56 6.63 93.41
595 1 1 3308 1.00 2.95 691.01 1.59 97.56 5.33 93.57
596 1 1 3309 1.00 2.93 700.13 0.91 97.56 6.28 93.81
597 1 1 3310 1.00 2.99 693.24 1.55 95.70 6.53 92.91
598 1 1 3311 1.00 2.99 700.59 0.52 95.70 6.20 91.55
599 1 1 6033 1.00 3.04 827.76 2.24 94.97 4.19 90.82
600 1 1 6034 1.00 2.96 865.50 1.45 94.94 4.77 90.26
601 1 1 8436 1.00 2.98 919.94 0.04 97.28 2.30 88.73
602 1 1 8437 1.00 3.00 920.34 2.67 94.94 6.00 92.75
603 1 1 8438 1.00 2.85 871.40 2.59 95.16 6.67 93.56
604 1 1 8439 1.00 2.86 863.46 2.10 98.56 1.29 92.88
605 1 1 8441 1.00 2.88 889.90 0.15 98.46 1.23 88.86
606 1 1 8442 1.00 2.87 876.10 3.40 98.46 2.57 95.38
607 1 1 8443 1.00 2.90 906.07 1.06 94.94 5.33 90.36
608 1 1 8444 1.00 2.97 833.68 4.31 95.17 8.33 96.91
609 1 1 8445 1.00 2.96 866.20 1.17 95.17 6.97 92.59
610 1 1 8450 1.00 2.81 893.83 4.69 95.74 8.92 98.49
611 1 1 8451 1.00 2.78 926.93 0.00 99.37 4.14 92.43
612 1 1 14067 1.00 2.72 871.59 0.66 96.45 2.60 88.56
613 1 1 14068 1.00 2.73 923.86 2.07 96.45 3.87 91.26
614 1 1 14069 1.00 2.69 804.80 0.26 95.96 4.97 90.01
615 1 1 14070 1.00 2.70 792.32 1.78 95.96 4.30 91.06
616 1 1 14071 1.00 2.70 874.81 0.16 95.96 4.98 89.94
617 1 1 14072 1.00 2.78 802.28 0.08 96.68 3.95 89.96
618 1 1 14073 1.00 2.79 774.26 4.15 96.68 3.64 94.49
619 1 1 14074 1.00 2.87 752.60 0.36 95.34 5.61 90.31
620 1 1 14075 1.00 2.86 767.37 0.70 95.34 4.27 89.74
621 1 1 14076 1.00 2.91 800.03 2.14 96.90 3.35 91.45
622 1 1 14077 1.00 2.87 743.85 2.78 95.70 4.43 91.97
623 1 1 14078 1.00 2.56 839.25 1.38 96.20 3.16 89.44
624 1 1 14079 1.00 2.62 866.93 1.85 96.17 3.22 89.99
625 1 1 14080 1.00 2.60 844.31 0.37 97.32 3.81 90.24
626 1 1 14081 1.00 2.55 809.68 0.52 95.88 2.26 87.35
627 1 1 14082 1.00 2.56 810.48 0.99 95.88 3.79 89.36
628 1 1 14083 1.00 2.51 761.29 4.62 97.14 1.42 91.82
629 1 1 14092 1.00 2.91 622.29 0.47 96.11 2.93 88.56
630 1 1 14093 1.00 2.89 680.06 0.05 96.46 3.25 88.78
631 1 1 14094 1.00 2.89 750.47 1.91 96.46 2.92 90.32
632 1 1 14095 1.00 2.90 694.06 2.67 95.95 2.64 90.31
633 1 1 14096 1.00 2.97 644.58 1.67 96.79 5.75 93.32
634 1 1 14097 1.00 2.97 623.04 2.63 96.79 3.70 92.23
635 1 1 14098 1.00 2.97 656.40 4.66 96.79 3.39 94.10
636 1 1 14099 1.00 2.94 709.23 0.04 98.40 2.90 90.42
637 1 1 14100 1.00 2.90 698.77 1.49 96.20 1.72 88.60
638 1 1 14101 1.00 2.90 654.96 0.22 96.20 2.93 88.39
639 1 1 14102 1.00 2.86 711.58 0.41 98.63 5.52 93.80
640 1 1 14103 1.00 2.74 762.51 2.40 96.73 2.94 90.95
641 1 1 14104 1.00 2.74 795.45 2.66 96.43 1.73 89.70
642 1 1 14106 1.00 2.75 893.13 0.31 96.43 1.05 86.88
643 1 1 14107 1.00 2.75 861.21 2.41 96.43 0.85 88.58
644 1 1 14108 1.00 2.78 769.09 1.03 97.14 2.21 89.29
645 1 1 14109 1.00 2.69 672.40 2.29 96.13 3.58 90.82
646 1 1 14110 1.00 2.71 706.41 0.60 94.96 4.37 89.74
647 1 1 14111 1.00 2.75 657.50 0.82 95.10 2.66 87.46
648 1 1 14112 1.00 2.74 582.00 2.00 95.10 3.58 89.58
649 1 1 14113 1.00 2.72 644.16 0.56 95.59 2.94 87.94
650 1 1 14114 1.00 2.75 545.95 0.17 96.54 3.40 90.25
651 1 1 14115 1.00 2.70 566.28 2.70 95.93 4.48 93.18
652 1 1 14116 1.00 2.62 591.71 0.15 95.05 5.36 89.32
653 1 1 14117 1.00 2.62 570.18 0.10 95.05 4.87 90.41
654 1 1 14118 1.00 2.58 578.26 2.07 95.79 5.02 91.70
655 1 1 14119 1.00 2.57 549.59 0.00 95.79 3.73 88.24
656 1 1 14120 1.00 2.73 492.29 0.46 95.09 3.50 87.92
657 1 1 14121 1.00 2.72 440.91 4.61 95.09 1.95 90.58
658 1 1 14122 1.00 2.79 484.31 1.33 96.49 4.37 91.11
659 1 1 14123 1.00 2.79 477.43 3.94 95.32 3.96 92.21
660 1 1 14124 1.00 2.66 604.02 0.51 95.80 4.28 89.78
661 1 1 14125 1.00 2.77 567.76 5.59 97.17 6.04 97.69
662 1 1 14126 1.00 2.72 617.14 1.09 101.16 0.85 92.10
663 1 1 14127 1.00 2.64 639.57 2.14 97.38 1.90 90.21
664 1 1 14128 1.00 2.56 650.91 2.64 97.36 2.94 91.64
665 1 1 14129 1.00 2.57 730.43 0.69 97.36 2.92 89.94
666 1 1 14130 1.00 2.65 654.48 3.89 98.43 2.97 94.36
667 1 1 14131 1.00 2.63 780.81 0.35 95.63 4.98 89.73
668 1 1 14132 1.00 2.64 749.72 1.12 95.63 6.32 91.85
669 1 1 14133 1.00 2.68 874.52 0.61 95.25 2.66 87.99
670 1 1 14134 1.00 2.67 863.32 0.72 95.22 3.39 88.15
671 1 1 14135 1.00 2.68 804.23 0.32 95.22 3.80 88.61
672 1 1 14136 1.00 2.71 780.89 0.27 97.30 2.01 88.43
673 1 1 14137 1.00 2.65 569.80 0.00 94.96 1.78 85.53
674 1 1 14138 1.00 2.63 453.33 0.68 94.96 2.53 87.25
675 1 1 14139 1.00 2.64 441.54 1.09 95.59 2.69 88.14
676 1 1 14140 1.00 2.72 417.34 3.41 95.62 6.78 94.67
677 1 1 14141 1.00 2.62 517.01 1.41 94.96 4.59 89.91
678 1 1 14142 1.00 2.64 610.79 2.48 95.64 3.15 90.04
679 1 1 14143 1.00 2.66 558.86 0.66 96.62 1.13 87.23
680 1 1 14144 1.00 2.67 609.65 0.18 96.62 3.92 89.57
681 1 1 14145 1.00 2.57 818.09 0.25 95.06 6.71 90.73
682 1 1 14146 1.00 2.53 851.19 0.09 95.44 3.10 87.29
683 1 1 14149 1.00 2.55 741.01 0.00 96.55 5.20 90.44
684 1 1 14150 1.00 2.55 790.38 0.00 96.55 9.08 94.33
685 1 1 14151 1.00 2.55 699.07 1.73 96.55 5.28 92.32
686 1 1 14152 1.00 2.46 768.39 1.51 95.84 6.12 92.06
687 1 1 14153 1.00 2.52 768.10 4.59 95.24 6.74 95.23
688 1 1 14154 1.00 2.47 737.67 2.18 98.11 8.31 97.72
689 1 1 14155 1.00 2.37 770.52 0.68 95.07 1.80 86.07
690 1 1 14156 1.00 2.39 829.57 0.58 95.07 4.51 89.18
691 1 1 14158 1.00 2.40 811.25 2.91 95.86 1.91 89.22
692 1 1 14159 1.00 2.41 741.75 1.78 95.86 3.82 90.01
693 1 1 14160 1.00 2.41 805.16 1.21 95.86 3.65 89.31
694 1 1 14161 1.00 2.35 703.65 1.25 97.31 2.58 90.29
695 1 1 14162 1.00 2.30 704.73 5.44 97.58 1.89 93.34
696 1 1 14163 1.00 2.35 755.31 1.36 95.73 6.34 91.92
697 1 1 14164 1.00 2.35 753.22 2.62 95.73 5.01 92.01
698 1 1 14165 1.00 2.35 781.03 0.03 96.23 2.19 87.40
699 1 1 14166 1.00 2.39 786.67 1.21 95.83 3.89 90.61
700 1 1 14167 1.00 2.38 806.01 0.77 95.83 1.49 87.76
701 1 1 14168 1.00 2.39 744.49 1.28 95.83 1.80 87.55
702 1 1 14169 1.00 2.44 697.54 0.94 95.26 4.72 89.81
703 1 1 14170 1.00 2.45 729.33 1.93 95.26 3.81 89.58
704 1 1 14171 1.00 2.40 731.20 0.28 96.25 2.70 87.77
705 1 1 14172 1.00 2.39 784.40 0.04 95.33 5.02 89.15
706 1 1 14173 1.00 2.38 796.97 0.68 95.33 2.87 87.40
707 1 1 14174 1.00 2.38 829.52 1.40 95.33 1.78 87.03
708 1 1 14183 1.00 2.29 851.94 1.08 95.50 4.92 89.93
709 1 1 14323 1.00 3.02 909.98 1.38 95.09 2.30 87.93
710 1 1 14336 1.00 2.63 888.53 0.40 96.33 2.25 88.41
711 1 1 14337 1.00 2.80 904.26 0.58 96.97 5.32 93.23
712 1 1 14338 1.00 2.79 784.83 1.21 95.21 6.99 92.33
713 1 1 14339 1.00 2.80 743.66 0.93 95.79 6.42 92.07
714 1 1 14340 1.00 2.83 712.96 2.95 95.08 3.12 90.12
715 1 1 14341 1.00 2.75 733.50 0.21 96.00 3.48 90.84
716 1 1 14342 1.00 2.80 716.65 0.47 96.37 2.02 88.29
717 1 1 14344 1.00 2.84 878.58 2.27 95.00 6.73 93.03
718 1 1 14347 1.00 2.81 899.83 1.75 96.83 4.94 93.32
719 1 1 14348 1.00 2.83 803.95 5.79 96.74 1.21 92.71
720 1 1 14349 1.00 2.80 793.04 1.15 95.63 2.14 87.86
721 1 1 14350 1.00 2.81 827.78 0.02 95.63 3.14 88.84
722 1 1 14351 1.00 2.78 896.63 0.23 96.68 3.16 88.99
723 1 1 14352 1.00 2.80 797.71 0.92 97.31 3.92 91.09
724 1 1 14353 1.00 2.90 851.39 0.36 96.54 1.48 87.42
725 1 1 14354 1.00 2.88 910.13 2.12 96.54 1.12 88.92
726 1 1 14355 1.00 2.84 863.64 1.35 96.77 1.28 88.53
727 1 1 14356 1.00 2.81 852.47 0.24 97.95 6.40 93.53
728 1 1 14517 1.00 3.04 796.53 3.93 98.84 6.64 99.55
729 1 1 14518 1.00 3.09 837.58 1.91 98.47 4.94 94.55
730 1 1 14522 1.00 3.10 844.96 0.96 97.76 2.77 91.09
731 1 1 14542 1.00 3.04 925.44 1.43 95.42 4.14 92.26
732 1 1 14543 1.00 3.04 916.19 1.86 95.42 2.83 91.37
733 1 1 14545 1.00 3.05 858.74 2.62 95.23 5.24 92.84
734 1 1 14546 1.00 3.08 834.17 6.81 95.47 6.14 97.63
735 1 1 14566 1.00 2.49 908.01 0.20 96.12 4.95 89.90
736 1 1 14567 1.00 2.53 876.95 1.44 95.18 1.16 86.45
737 1 1 14568 1.00 2.52 905.06 2.69 95.18 1.32 87.86
738 1 1 14569 1.00 2.52 877.51 3.37 95.18 2.92 90.51
739 1 1 14580 1.00 2.82 859.37 1.88 95.45 4.02 90.31
740 1 1 14581 1.00 2.82 909.75 5.19 95.45 4.09 93.69
741 1 1 14582 1.00 2.83 916.09 1.76 95.45 4.24 90.41
742 1 1 14583 1.00 2.83 843.12 3.51 95.45 4.11 92.04
743 1 1 14584 1.00 2.69 852.97 2.83 95.01 5.76 92.62
744 1 1 14585 1.00 2.70 823.12 0.25 95.01 5.14 89.48
745 1 1 14586 1.00 2.72 801.92 1.91 97.51 2.92 91.20
746 1 1 14587 1.00 2.74 813.83 3.34 96.91 2.57 91.70
747 1 1 14674 1.00 2.25 822.42 2.43 97.08 2.16 92.05
748 1 1 14675 1.00 2.24 911.39 0.12 95.69 2.96 87.29
